region,lat,lon,species_id,gbif_key,basis_of_record,coordinate_uncertainty_m,cell,distance_km,score,effort_percentile,Date,Location_Id,new_mushroom_score,new_black_chant_score,new_parasol_score,new_morel_score,new_st_george_score,new_chant_score,date,old_score,new_score,score_delta,old_percentile,new_percentile,percentile_delta
NE,59.22088,18.19291,mushroom,6404594446,HUMAN_OBSERVATION,25.0,328:60,1.023811886472854,5.24,0.2992417045238615,2026-06-13,Vasterhaninge_59.220_18.175,6.224879997166398,4.196456511933649,5.585482568493163,4.727077342380853,5.824749347762682,5.994974151590915,2026-06-13,5.24,6.224879997166398,0.9848799971663977,0.2992417045238615,0.7475774273228158,0.44833572279895434
NE,57.77399,16.27376,mushroom,6404637367,HUMAN_OBSERVATION,10.0,320:54,1.6932517935299218,6.46,0.7428293004475334,2026-06-24,Kalkestad_57.780_16.300,6.768101543714285,3.9140627397479912,5.664976221101895,3.6992515803014694,4.3866985381702825,6.270356283768851,2026-06-24,6.46,6.768101543714285,0.3081015437142849,0.7428293004475334,0.7430565268671661,0.00022722641963268675
NE,59.77632,17.58491,mushroom,6404716472,HUMAN_OBSERVATION,10.0,331:58,1.89762596539098,6.37,0.6565609142878035,2026-06-23,Uppsala_59.760_17.575,6.485062630467709,4.149431062108305,5.734369719193136,3.8033192969626497,4.820643853423584,6.1735804296066,2026-06-23,6.37,6.485062630467709,0.11506263046770915,0.6565609142878035,0.5704948900946581,-0.08606602419314535
NE,56.86556,14.82667,mushroom,6404726444,HUMAN_OBSERVATION,5.0,315:49,2.281393120796844,6.2,0.7710901347337646,2026-06-16,Vaxjo_56.880_14.800,6.509019034112178,4.148585318283209,5.437546606649878,4.2211424497972025,5.527663036564653,6.177598695571627,2026-06-16,6.2,6.509019034112178,0.3090190341121781,0.7710901347337646,0.8088745742730298,0.037784439539265136
NE,63.65618,19.91436,mushroom,6404747419,HUMAN_OBSERVATION,10.0,353:66,0.8260958446140533,4.7,0.2187285745102446,2026-06-21,Haggnas_63.660_19.900,4.902462573605187,4.294005588533277,4.507899928545736,4.980327355603463,5.427069094506908,5.811471690320242,2026-06-21,4.7,4.902462573605187,0.20246257360518705,0.2187285745102446,0.20741066177972162,-0.011317912730522989
NE,59.5093,15.03395,mushroom,6404779320,HUMAN_OBSERVATION,25.0,330:50,1.2924777125661011,6.71,0.8508879253477734,2026-06-24,Nora_59.520_15.025,6.783289188350062,3.9884851529598326,5.74525722815057,3.606180244944981,4.56456084168766,6.476677407731346,2026-06-24,6.71,6.783289188350062,0.07328918835006171,0.8508879253477734,0.7430565268671661,-0.1078313984806073
NE,56.77076,16.36783,mushroom,6404973450,HUMAN_OBSERVATION,10.0,315:54,4.303400980795329,6.61,0.8322205127137909,2026-06-24,Kalmar_56.760_16.300,6.300975844545059,3.14591657452047,5.17715254105763,2.9337817103247885,3.859497581888727,5.935693048048755,2026-06-24,6.61,6.300975844545059,-0.30902415545494133,0.8322205127137909,0.4522696265307549,-0.379950886183036
NE,57.05543,14.73172,mushroom,6405219371,HUMAN_OBSERVATION,100.0,316:49,0.6506458713073702,6.47,0.7063400822918505,2026-06-20,Ernatorp_57.060_14.725,6.848597018585154,4.080545008636291,5.663816631776743,4.221561285983297,5.452816573671275,6.523544134675651,2026-06-20,6.47,6.848597018585154,0.37859701858515393,0.7063400822918505,0.8447316548547629,0.13839157256291235
NE,57.68952,16.6189,mushroom,6405258451,HUMAN_OBSERVATION,10.0,320:55,3.5703814137176275,6.87,0.9338173932646288,2026-06-21,Västervik_57.720_16.600,6.788918191369027,4.260920046443645,5.681563404869132,4.019082357575839,5.018817177008707,6.492865772737803,2026-06-21,6.87,6.788918191369027,-0.08108180863097303,0.9338173932646288,0.8522598600376473,-0.08155753322698145
NE,58.44729,16.20108,mushroom,6405307328,HUMAN_OBSERVATION,10.0,324:54,1.6107939226565242,6.35,0.6379198553346962,2026-06-21,Norrkoping_58.440_16.225,6.794678943993952,4.331330362901296,5.599746566507064,4.203116373832406,5.0470971274421625,6.443538510143637,2026-06-21,6.35,6.794678943993952,0.444678943993952,0.6379198553346962,0.8571700023514753,0.21925014701677914
NE,65.963027,12.554863,mushroom,6405570308,HUMAN_OBSERVATION,25.0,366:41,2.569953671834344,4.34,0.0826619039027706,2026-06-23,Sandnessjøen_65.940_12.550,4.353982622734349,3.9077000415062977,4.189266086197364,4.950800252963569,5.486914301546652,5.79942418871282,2026-06-23,4.34,4.353982622734349,0.013982622734348915,0.0826619039027706,0.055852843105393186,-0.026809060797377417
NE,63.413746,10.341127,mushroom,6405587626,HUMAN_OBSERVATION,25.0,351:34,1.82332193346218,4.57,0.1370718394279094,2026-06-13,Trondheim_63.420_10.375,4.836643822083939,4.267864898875496,4.786368855119551,4.846045441432781,5.279912681217716,5.2649251924945615,2026-06-13,4.57,4.836643822083939,0.2666438220839389,0.1370718394279094,0.10243898226037654,-0.034632857167532866
NE,52.695514,7.305085,mushroom,6410536509,HUMAN_OBSERVATION,,292:24,20.63550370238363,6.0,0.485200187621609,2026-06-22,Klazienaveen_52.680_7.000,6.396722884192193,3.8278114739148745,5.383164808189589,3.466192583694541,4.227989771188426,6.559281783744249,2026-06-22,6.0,6.396722884192193,0.3967228841921928,0.485200187621609,0.5361374270360445,0.05093723941443551
NE,52.05,4.2,mushroom,6410728004,HUMAN_OBSERVATION,5000.0,288:14,3.748658079322946,6.53,0.8814646738592007,2026-06-18,Poeldijk_52.020_4.225,6.398167137979087,4.041201727428618,6.187734633956816,4.093777639162664,5.171319209213637,6.83379422114922,2026-06-18,6.53,6.398167137979087,-0.1318328620209135,0.8814646738592007,0.732037137483736,-0.1494275363754647
NE,52.35,5.9,mushroom,6410741944,HUMAN_OBSERVATION,5000.0,290:19,3.74290361845828,6.1,0.6420033213457764,2026-06-18,Nunspeet_52.380_5.875,6.183868648175239,3.7831821757813633,5.6978075211600885,3.859241908177862,4.67166335977753,6.506016434085163,2026-06-18,6.1,6.183868648175239,0.08386864817523954,0.6420033213457764,0.5802189008764456,-0.06178442046933086
NE,52.05,5.2,mushroom,6410914511,HUMAN_OBSERVATION,5000.0,288:17,3.3358524070056235,6.23,0.5858918975261773,2026-06-22,Bunnik_52.080_5.200,6.427781527881112,3.5333824006821484,5.725478090785339,3.204633230838808,4.048088536018689,6.054969254861487,2026-06-22,6.23,6.427781527881112,0.19778152788111125,0.5858918975261773,0.5672542388585222,-0.0186376586676551
NE,53.1,6.1,mushroom,6410931828,HUMAN_OBSERVATION,5000.0,294:20,0.0,6.4,0.696841563100632,2026-06-21,Drachten_53.100_6.100,6.58968968686997,4.2455468742124,6.002416096087009,4.15770430999566,5.02261272375732,6.772626112721553,2026-06-21,6.4,6.58968968686997,0.18968968686996934,0.696841563100632,0.7672898125997046,0.07044824949907258
NE,52.1,4.3,mushroom,6411094370,HUMAN_OBSERVATION,5000.0,289:14,2.223901604671904,6.63,0.8446860175642916,2026-06-21,The Hague_52.080_4.300,6.572611722205154,3.989449686635977,5.9186408810599325,3.6574669989823603,4.5047682193115035,6.674436014728674,2026-06-21,6.63,6.572611722205154,-0.05738827779484623,0.8446860175642916,0.7583226565247889,-0.0863633610395027
NE,52.8,6.15,mushroom,6411244245,HUMAN_OBSERVATION,5000.0,293:20,1.6807111686970362,7.13,0.8550295857988155,2026-06-07,Steenwijk_52.800_6.175,5.907115386368251,3.7446509718610193,5.805269016791009,3.782599738437117,5.363784399989722,6.05621623636243,2026-06-07,7.13,5.907115386368251,-1.2228846136317486,0.8550295857988155,0.7515597185100721,-0.10346986728874341
NE,52.1,5.85,mushroom,6411264793,HUMAN_OBSERVATION,5000.0,289:19,2.804116775112711,5.83,0.4217114101732626,2026-06-22,Deelen_52.080_5.875,6.668915101730449,3.6810382725509574,5.527283534091184,3.2821560728746833,4.1689292756845555,6.306332952925217,2026-06-22,5.83,6.668915101730449,0.838915101730449,0.4217114101732626,0.6892111785416493,0.2674997683683867
NE,51.95,5.65,mushroom,6411513985,HUMAN_OBSERVATION,5000.0,288:18,1.111950802333889,6.55,0.8846734298942586,2026-06-18,Wageningen_51.960_5.650,6.543388052884674,4.1363118978297795,6.168700534707924,4.1210308805539535,5.224460854469234,6.778421589641474,2026-06-18,6.55,6.543388052884674,-0.006611947115326089,0.8846734298942586,0.8036364732145808,-0.08103695667967781
NE,51.45,5.4,mushroom,6411709169,HUMAN_OBSERVATION,5000.0,285:18,3.758615469268588,6.43,0.4763313609467446,2026-06-07,Best_51.480_5.425,5.271267598547688,3.2240415664088293,5.504684623970397,3.1526866700835496,4.465618879194342,5.277959826907141,2026-06-07,6.43,5.271267598547688,-1.158732401452312,0.4763313609467446,0.3688631129762995,-0.10746824797044513
NE,51.4,5.55,mushroom,6411845342,HUMAN_OBSERVATION,5000.0,285:18,2.8199732449867594,5.77,0.4181355971463006,2026-06-22,Geldrop_51.420_5.575,5.978144512872488,3.1981257218386205,5.472745338599447,2.9374129923941257,3.778801040745402,5.599953746518146,2026-06-22,5.77,5.978144512872488,0.20814451287248836,0.4181355971463006,0.3544571713147428,-0.0636784258315578
